Base de datos,Taxonomia,Material,LLRS,Nivel de Ductilidad,Pisos,IM,theta1,beta1,theta2,beta2,theta3,beta3,theta4,beta4,theta5,beta5
GEM-OpenQuake,S2L - Precode,S,LFBR,DUC,1-3,PGA [g],0.135,0.0961,0.1718,0.1222,0.2823,0.2008,0.4786,0.3405,0,0
GEM-OpenQuake,S2M - High code,S,LFBR,DUC,4-7,PGA [g],0.1718,0.1222,0.3314,0.2358,0.8959,0.6374,1.9882,1.4146,0,0
GEM-OpenQuake,S2M - Low code,S,LFBR,DUC,4-7,PGA [g],0.1473,0.1048,0.2209,0.1572,0.4295,0.3056,0.7118,0.5065,0,0
GEM-OpenQuake,S2M - Moderate code,S,LFBR,DUC,4-7,PGA [g],0.1718,0.1222,0.27,0.1921,0.6505,0.4628,1.1905,0.847,0,0
GEM-OpenQuake,S2M - Precode,S,LFBR,DUC,4-7,PGA [g],0.1227,0.0873,0.1718,0.1222,0.3436,0.2445,0.5768,0.4104,0,0
GEM-OpenQuake,S4H - High code,S,LDUAL,DUC,8-19,PGA [g],0.1595,0.1135,0.3068,0.2183,0.8468,0.6025,2.0005,1.4233,0,0
GEM-OpenQuake,S4H - Low code,S,LDUAL,DUC,8-19,PGA [g],0.1473,0.1048,0.2086,0.1484,0.405,0.2882,0.7241,0.5152,0,0
GEM-OpenQuake,S4H - Moderate code,S,LDUAL,DUC,8-19,PGA [g],0.1473,0.1048,0.2577,0.1834,0.6259,0.4453,1.1905,0.847,0,0
GEM-OpenQuake,S4H - Precode,S,LDUAL,DUC,8-19,PGA [g],0.1105,0.0786,0.1718,0.1222,0.3314,0.2358,0.5768,0.4104,0,0
GEM-OpenQuake,S4L - High code,S,LDUAL,DUC,1-3,PGA [g],0.2945,0.2096,0.4786,0.3405,0.8714,0.62,1.6323,1.1613,0,0
GEM-OpenQuake,S4L - Low code,S,LDUAL,DUC,1-3,PGA [g],0.1595,0.1135,0.1964,0.1397,0.3191,0.227,0.5645,0.4017,0,0
GEM-OpenQuake,S4L - Moderate code,S,LDUAL,DUC,1-3,PGA [g],0.2332,0.1659,0.3191,0.227,0.5032,0.358,0.9573,0.6811,0,0
GEM-OpenQuake,S4L - Precode,S,LDUAL,DUC,1-3,PGA [g],0.1227,0.0873,0.1595,0.1135,0.2455,0.1746,0.4418,0.3144,0,0
GEM-OpenQuake,S4M - High code,S,LDUAL,DUC,4-7,PGA [g],0.1964,0.1397,0.3436,0.2445,0.8959,0.6374,1.9146,1.3622,0,0
GEM-OpenQuake,S4M - Low code,S,LDUAL,DUC,4-7,PGA [g],0.1473,0.1048,0.2086,0.1484,0.3805,0.2707,0.6627,0.4715,0,0
GEM-OpenQuake,S4M - Moderate code,S,LDUAL,DUC,4-7,PGA [g],0.1718,0.1222,0.27,0.1921,0.6259,0.4453,1.1291,0.8033,0,0
GEM-OpenQuake,S4M - Precode,S,LDUAL,DUC,4-7,PGA [g],0.1105,0.0786,0.1595,0.1135,0.3068,0.2183,0.5277,0.3755,0,0
GEM-OpenQuake,S5H - Low code,S,LFINF,DUC,8-19,PGA [g],0.1227,0.0873,0.2209,0.1572,0.4295,0.3056,0.7118,0.5065,0,0
GEM-OpenQuake,S5H - Precode,S,LFINF,DUC,8-19,PGA [g],0.0982,0.0699,0.1718,0.1222,0.3559,0.2532,0.5645,0.4017,0,0
GEM-OpenQuake,S5L - Low code,S,LFINF,DUC,1-3,PGA [g],0.1595,0.1135,0.2086,0.1484,0.3436,0.2445,0.5523,0.3929,0,0
GEM-OpenQuake,S5L - Precode,S,LFINF,DUC,1-3,PGA [g],0.135,0.0961,0.1718,0.1222,0.27,0.1921,0.4541,0.3231,0,0
GEM-OpenQuake,S5M - Low code,S,LFINF,DUC,4-7,PGA [g],0.135,0.0961,0.2209,0.1572,0.4173,0.2969,0.6505,0.4628,0,0
GEM-OpenQuake,S5M - Precode,S,LFINF,DUC,4-7,PGA [g],0.1105,0.0786,0.1718,0.1222,0.3436,0.2445,0.5277,0.3755,0,0
GEM-OpenQuake,"Steel Reinforced Concrete, Moment Frame, High Code (1-3 stories)",SCR,LFM,DUC,1-3,PGA [g],0.465,0.248,0.719,0.341,0.834,0.347,0.964,0.402,0,0
GEM-OpenQuake,"Steel Reinforced Concrete, Moment Frame, High Code (4-7 stories)",SCR,LFM,DUC,4-7,PGA [g],0.374,0.199,0.675,0.32,0.791,0.329,0.921,0.384,0,0
GEM-OpenQuake,"Steel Reinforced Concrete, Moment Frame, High Code (8+ stories)",SCR,LFM,DUC,8+,PGA [g],0.374,0.199,0.586,0.278,0.791,0.329,0.953,0.397,0,0
GEM-OpenQuake,"Steel Reinforced Concrete, Moment Frame, Low Code (1-3 stories)",SCR,LFM,DUC,1-3,PGA [g],0.317,0.169,0.487,0.231,0.563,0.235,0.65,0.271,0,0
GEM-OpenQuake,"Steel Reinforced Concrete, Moment Frame, Low Code (4-7 stories)",SCR,LFM,DUC,4-7,PGA [g],0.272,0.145,0.487,0.231,0.574,0.239,0.661,0.275,0,0
GEM-OpenQuake,"Steel Reinforced Concrete, Moment Frame, Low Code (8+ stories)",SCR,LFM,DUC,8+,PGA [g],0.261,0.139,0.42,0.199,0.563,0.235,0.682,0.284,0,0
GEM-OpenQuake,"Steel Reinforced Concrete, Moment Frame, Moderate Code (1-3 stories)",SCR,LFM,DUC,1-3,PGA [g],0.397,0.211,0.609,0.288,0.704,0.293,0.812,0.338,0,0
GEM-OpenQuake,"Steel Reinforced Concrete, Moment Frame, Moderate Code (4-7 stories)",SCR,LFM,DUC,4-7,PGA [g],0.317,0.169,0.575,0.273,0.672,0.28,0.78,0.325,0,0
GEM-OpenQuake,"Steel Reinforced Concrete, Moment Frame, Moderate Code (8+ stories)",SCR,LFM,DUC,8+,PGA [g],0.295,0.157,0.465,0.22,0.628,0.262,0.758,0.316,0,0
GEM-OpenQuake,"Steel, Braced Frame, High Code (4-7 stories)",S,LFBR,DUC,4-7,PGA [g],0.34,0.181,0.586,0.278,0.769,0.32,0.899,0.375,0,0
GEM-OpenQuake,"Steel, Braced Frame, High Code (8+ stories)",S,LFBR,DUC,8-19,PGA [g],0.329,0.175,0.62,0.294,0.812,0.338,0.953,0.397,0,0
GEM-OpenQuake,"Steel, Braced Frame, Low Code (4-7 stories)",S,LFBR,DUC,4-7,PGA [g],0.238,0.127,0.42,0.199,0.552,0.23,0.65,0.271,0,0
GEM-OpenQuake,"Steel, Braced Frame, Low Code (8+ stories)",S,LFBR,DUC,8-19,PGA [g],0.238,0.127,0.454,0.215,0.585,0.244,0.682,0.284,0,0
GEM-OpenQuake,"Steel, Braced Frame, Moderate Code (4-7 stories)",S,LFBR,DUC,4-7,PGA [g],0.283,0.151,0.498,0.236,0.65,0.271,0.758,0.316,0,0
GEM-OpenQuake,"Steel, Braced Frame, Moderate Code (8+ stories)",S,LFBR,DUC,8-19,PGA [g],0.261,0.139,0.498,0.236,0.65,0.271,0.758,0.316,0,0
GEM-OpenQuake,"Steel, Moment Frame, Low Code (1-3 stories)",S,LFM,DUC,1-3,PGA [g],0.227,0.121,0.398,0.189,0.542,0.226,0.628,0.262,0,0
GEM-OpenQuake,"Steel, Moment Frame, Moderate Code (1-3 stories)",S,LFM,DUC,1-3,PGA [g],0.283,0.151,0.498,0.236,0.672,0.28,0.78,0.325,0,0
GEM-OpenQuake,"Steel, Moment Frame,High Code (1-3 stories)",S,LFM,DUC,1-3,PGA [g],0.34,0.181,0.586,0.278,0.791,0.329,0.921,0.384,0,0
GEM-OpenQuake,"Type1_1 MUR/HBET:1,4",M99,LWAL,DNO,1-4,PGA [g],0.14,0.13,0.2,0.19,0.23,0.22,0.33,0.31,0,0
GEM-OpenQuake,"Type1_2 MUR/HBET:1,4",M99,LWAL,DNO,1-4,PGA [g],0.16,0.15,0.23,0.22,0.26,0.24,0.45,0.42,0,0
GEM-OpenQuake,"Type2_1 MUR/HBET:1,5",M99,LWAL,DNO,1-5,PGA [g],0.15,0.14,0.22,0.2,0.36,0.33,0.48,0.45,0,0
GEM-OpenQuake,"Type2_2 MUR/HBET:1,5",M99,LWAL,DNO,1-5,PGA [g],0.16,0.15,0.26,0.24,0.41,0.38,0.56,0.52,0,0
GEM-OpenQuake,"Type3_1 CR/LFINF/HBET:1,6",CR,LFINF,DUC,1-6,PGA [g],0.24,0.21,0.36,0.31,0.45,0.39,0.57,0.49,0,0
GEM-OpenQuake,"Type3_3 CR/LFINF/HBET:1,6",CR,LFINF,DUC,1-6,PGA [g],0.3,0.26,0.46,0.4,0.57,0.49,0.81,0.7,0,0
GEM-OpenQuake,"Type5_1 CR+PC/HBET:5,9",CR+PC,LWAL,DUC,5-9,PGA [g],0.33,0.27,0.46,0.38,0.51,0.43,0.78,0.66,0,0
GEM-OpenQuake,"Type5_2 CR+PC/HBET:5,9",CR+PC,LWAL,DUC,5-9,PGA [g],0.36,0.3,0.53,0.45,0.64,0.55,0.91,0.77,0,0
GEM-OpenQuake,"Unreinforced Masonry Wall, High Code (1-2 stories)",MUR,LWAL,DNO,1-2,PGA [g],0.261,0.139,0.387,0.183,0.498,0.208,0.628,0.262,0,0
GEM-OpenQuake,"Unreinforced Masonry Wall, Low Code (1-2 stories)",MUR,LWAL,DNO,1-2,PGA [g],0.193,0.103,0.288,0.136,0.368,0.153,0.466,0.194,0,0
GEM-OpenQuake,"Unreinforced Masonry Wall, Moderate Code (1-2 stories)",MUR,LWAL,DNO,1-2,PGA [g],0.227,0.121,0.332,0.157,0.433,0.18,0.542,0.226,0,0
GEM-OpenQuake,URMM - Low code,MUR,LWAL,DNO,3-5,PGA [g],0.1227,0.0873,0.1964,0.1397,0.3314,0.2358,0.5645,0.4017,0,0
GEM-OpenQuake,URMM - Precode,MUR,LWAL,DNO,3-5,PGA [g],0.1105,0.0786,0.1595,0.1135,0.2577,0.1834,0.4664,0.3318,0,0
GEM-OpenQuake,W+WLI LWAL ,W+WLI,LWAL,DNO,1-2,PGA [g],0.3191,0.227,0.675,0.4803,1.5709,1.1177,2.4668,1.7551,0,0
GEM-OpenQuake,W+WLI LWAL ,W+WLI,LWAL,DNO,1-2,PGA [g],0.2455,0.1746,0.4173,0.2969,0.7486,0.5326,1.1659,0.8295,0,0
GEM-OpenQuake,W+WLI LWAL ,W+WLI,LWAL,DNO,1-2,PGA [g],0.2945,0.2096,0.5277,0.3755,1.1168,0.7946,1.6446,1.1701,0,0
GEM-OpenQuake,W+WLI LWAL ,W+WLI,LWAL,DNO,1-2,PGA [g],0.2209,0.1572,0.3559,0.2532,0.6259,0.4453,0.945,0.6724,0,0
GEM-OpenQuake,W+WLI/H:1,W+WLI,Wood,DNO,1,Sa(T) [g] - Telastic = 0.3,1.2071,0.5062,2.5966,1.2311,3.473,1.6406,5.8035,3.618,0,0
GEM-OpenQuake,W+WLI/H:2,W+WLI,Wood,DNO,2,Sa(T) [g] - Telastic = 0.3,1.2256,0.4063,2.5045,0.9052,3.7379,1.9196,7.6452,6.2119,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUH_H1,CR,LDUAL,DUH,1,PGA [g],1.26832514,0.345121451,2.068040891,0.342776172,2.584434451,0.343953136,2.971352395,0.340671236,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUH_H10,CR,LDUAL,DUH,10,Sa(1.0s) [g],0.668416601,0.517039773,0.999295462,0.515684353,1.355184936,0.516235453,1.698052946,0.516939436,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUH_H11,CR,LDUAL,DUH,11,Sa(1.0s) [g],0.833962749,0.504813029,1.140517647,0.50310176,1.4698801,0.505236331,1.78652001,0.499827819,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUH_H12,CR,LDUAL,DUH,12,Sa(1.0s) [g],0.846637712,0.480753851,1.153585248,0.478321116,1.484812906,0.480216034,1.800009894,0.478191677,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUH_H2,CR,LDUAL,DUH,2,Sa(0.3s) [g],1.102034613,0.63971324,3.054841274,0.641209221,4.703330834,0.644329755,6.151144745,0.641046103,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUH_H3,CR,LDUAL,DUH,3,Sa(0.3s) [g],0.950288046,0.531246091,2.41138138,0.531251233,3.710139363,0.535055108,4.877661832,0.530452403,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUH_H4,CR,LDUAL,DUH,4,Sa(0.3s) [g],0.937193853,0.536514215,2.213105426,0.535092613,3.393154781,0.535737605,4.463484277,0.535509357,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUH_H5,CR,LDUAL,DUH,5,Sa(0.6s) [g],0.464457158,0.58834373,1.245219003,0.588861383,2.087895279,0.587683988,2.922861126,0.586344246,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUH_H6,CR,LDUAL,DUH,6,Sa(0.6s) [g],0.577337859,0.548869876,1.310860686,0.548198739,2.088658231,0.548169308,2.84964528,0.548596695,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUH_H7,CR,LDUAL,DUH,7,Sa(0.6s) [g],0.716392613,0.508351171,1.439621207,0.50827594,2.203091001,0.506154767,2.936149071,0.510052799,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUH_H8,CR,LDUAL,DUH,8,Sa(0.6s) [g],0.90315452,0.481040247,1.611027706,0.481426417,2.353720921,0.484837332,3.07218856,0.485114674,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUH_H9,CR,LDUAL,DUH,9,Sa(1.0s) [g],0.542258191,0.553296055,0.914089384,0.555274447,1.323308485,0.552732708,1.727788042,0.552762929,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUL_H1,CR,LDUAL,DUL,1,PGA [g],0.699703722,0.344311308,1.272355372,0.343517259,1.621048779,0.342705097,1.881386621,0.340288242,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUL_H10,CR,LDUAL,DUL,10,Sa(1.0s) [g],0.374687242,0.478979916,0.574629499,0.476644196,0.782987966,0.478037914,0.979161082,0.478521194,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUL_H11,CR,LDUAL,DUL,11,Sa(1.0s) [g],0.465338483,0.479313815,0.665683922,0.479613119,0.875210268,0.479011817,1.07288454,0.479770311,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUL_H12,CR,LDUAL,DUL,12,Sa(1.0s) [g],0.467391154,0.455403662,0.658425315,0.454561716,0.856183857,0.457522269,1.039292755,0.454631616,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUL_H2,CR,LDUAL,DUL,2,Sa(0.3s) [g],0.454149848,0.611354163,1.38364162,0.610330752,2.134711314,0.611904849,2.77951477,0.610391263,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUL_H3,CR,LDUAL,DUL,3,Sa(0.3s) [g],0.453944544,0.602388132,1.289064232,0.601648362,2.000139704,0.601604286,2.616284314,0.603342874,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUL_H4,CR,LDUAL,DUL,4,Sa(0.3s) [g],0.493880777,0.636072534,1.289505602,0.639202359,2.000998676,0.636388727,2.630894305,0.639509024,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUL_H5,CR,LDUAL,DUL,5,Sa(0.6s) [g],0.257292228,0.524231542,0.673556044,0.521309492,1.082382571,0.520277867,1.462805109,0.524799067,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUL_H6,CR,LDUAL,DUL,6,Sa(0.6s) [g],0.313529519,0.51144305,0.72455652,0.514384617,1.134004484,0.512250349,1.519112627,0.512342938,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUL_H7,CR,LDUAL,DUL,7,Sa(0.6s) [g],0.39739243,0.523357209,0.808284531,0.524462017,1.222607408,0.519889367,1.610538813,0.523633321,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUL_H8,CR,LDUAL,DUL,8,Sa(1.0s) [g],0.234579155,0.535173887,0.447765197,0.53836793,0.670135675,0.534894519,0.883254051,0.536838918,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUL_H9,CR,LDUAL,DUL,9,Sa(1.0s) [g],0.299338041,0.475231313,0.508015676,0.471861671,0.723745797,0.471669422,0.92930016,0.473949355,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUM_H1,CR,LDUAL,DUM,1,PGA [g],0.956613857,0.330275728,1.614249388,0.332968077,2.026122092,0.333222467,2.330230114,0.331440454,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUM_H10,CR,LDUAL,DUM,10,Sa(1.0s) [g],0.496330345,0.492417313,0.782501129,0.493534779,1.083533077,0.495466461,1.371390092,0.495285386,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUM_H11,CR,LDUAL,DUM,11,Sa(1.0s) [g],0.612477668,0.470851775,0.892147895,0.469750999,1.190365823,0.470096007,1.474448802,0.468594698,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUM_H12,CR,LDUAL,DUM,12,Sa(1.0s) [g],0.622412503,0.458033362,0.888685051,0.457912346,1.166262239,0.454633736,1.429840555,0.457548837,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUM_H2,CR,LDUAL,DUM,2,Sa(0.3s) [g],0.712553788,0.551878948,1.992727249,0.551112323,3.016564775,0.548139556,3.888618409,0.548252699,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUM_H3,CR,LDUAL,DUM,3,Sa(0.3s) [g],0.608540419,0.574841397,1.748935907,0.575046369,2.780687327,0.57500846,3.703326409,0.573574493,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUM_H4,CR,LDUAL,DUM,4,Sa(0.3s) [g],0.68405578,0.578261859,1.712061,0.577781743,2.633067222,0.575190723,3.462144833,0.578024853,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUM_H5,CR,LDUAL,DUM,5,Sa(0.6s) [g],0.345777612,0.528682183,0.924395412,0.53195979,1.514263393,0.5289329,2.073151715,0.532578436,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUM_H6,CR,LDUAL,DUM,6,Sa(0.6s) [g],0.422716367,0.506353245,1.002697942,0.503957163,1.593533949,0.503486213,2.157475737,0.506327683,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUM_H7,CR,LDUAL,DUM,7,Sa(0.6s) [g],0.527211649,0.505528609,1.104795708,0.502079263,1.691665768,0.505429151,2.249173716,0.500559395,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUM_H8,CR,LDUAL,DUM,8,Sa(0.6s) [g],0.65440293,0.493019475,1.225556856,0.491812054,1.806090126,0.488485732,2.356415494,0.493028205,0,0
GitHub Martins & Silva (2020) ,CR_LDUAL-DUM_H9,CR,LDUAL,DUM,9,Sa(1.0s) [g],0.390132735,0.505390948,0.668144134,0.509875,0.956633636,0.509114889,1.231553718,0.507159163,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUH_H1,CR,LFINF,DUH,1,PGA [g],0.877413803,0.36456556,1.393203704,0.364803092,1.747145375,0.365202662,2.016915298,0.362861937,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUH_H10,CR,LFINF,DUH,10,Sa(1.0s) [g],0.576466186,0.471796261,0.97855446,0.474083969,1.388811306,0.474056079,1.775878987,0.473480657,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUH_H2,CR,LFINF,DUH,2,Sa(0.3s) [g],0.861452409,0.549138484,2.544359708,0.551793176,3.956300039,0.550289536,5.177101592,0.552057651,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUH_H3,CR,LFINF,DUH,3,Sa(0.3s) [g],0.717132795,0.563770372,2.093266103,0.561683313,3.271476155,0.563632743,4.309387564,0.560830332,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUH_H4,CR,LFINF,DUH,4,Sa(0.6s) [g],0.338039124,0.551069714,1.131726999,0.554062215,1.925079959,0.550254222,2.675496144,0.550696708,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUH_H5,CR,LFINF,DUH,5,Sa(0.6s) [g],0.398905532,0.532927046,1.183776235,0.531666444,1.96394904,0.528696814,2.69909953,0.530568118,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUH_H6,CR,LFINF,DUH,6,Sa(0.6s) [g],0.498717948,0.529996075,1.306051719,0.531566934,2.115285005,0.529974223,2.879050311,0.530662283,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUH_H7,CR,LFINF,DUH,7,Sa(1.0s) [g],0.299487529,0.561718323,0.713078032,0.563696348,1.136747547,0.563684964,1.543260079,0.56252781,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUH_H8,CR,LFINF,DUH,8,Sa(1.0s) [g],0.37799498,0.51384215,0.789242547,0.512606871,1.20769406,0.514086389,1.603722467,0.514339031,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUH_H9,CR,LFINF,DUH,9,Sa(1.0s) [g],0.475692493,0.505196366,0.89755103,0.503752229,1.330887432,0.506336939,1.743871798,0.503555895,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H1,CR,LFINF,DUL,1,PGA [g],0.417537411,0.424207609,0.74008901,0.425666526,0.950283226,0.422990018,1.109272894,0.426041432,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H1_CCA,CR,LFINF,DUL,1,PGA [g],0.471873475,0.406628077,0.874067246,0.403328355,1.126249148,0.407214064,1.315542351,0.40897114,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H1_SOS,CR,LFINF,DUL,1,PGA [g],0.403028386,0.442516957,0.591140496,0.437648612,0.725005099,0.442281437,0.829726299,0.439492587,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H10,CR,LFINF,DUL,10,Sa(1.0s) [g],0.319932499,0.513718747,0.583974977,0.513730051,0.849666887,0.511896173,1.098394534,0.509385642,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H10_CCA,CR,LFINF,DUL,10,Sa(1.0s) [g],0.372857255,0.491527363,0.669051111,0.491476085,0.963111204,0.490952704,1.236404138,0.489902897,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H10_SOS,CR,LFINF,DUL,10,Sa(1.0s) [g],0.108471379,0.504406759,0.27952791,0.50687708,0.444904396,0.506724251,0.598665978,0.508357132,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H2,CR,LFINF,DUL,2,Sa(0.3s) [g],0.347325397,0.674099463,1.341510599,0.670462021,2.185241635,0.672708972,2.923503683,0.674448406,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H2_CCA,CR,LFINF,DUL,2,Sa(0.3s) [g],0.40626194,0.665655157,1.578345316,0.664547251,2.571524843,0.665521727,3.450270407,0.66143271,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H2_SOS,CR,LFINF,DUL,2,Sa(0.3s) [g],0.290067876,0.663819645,0.869942369,0.663061942,1.372697925,0.6621093,1.815068319,0.665147458,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H3,CR,LFINF,DUL,3,Sa(0.3s) [g],0.390977573,0.649319247,1.302464563,0.651765775,2.062756499,0.651663771,2.727637952,0.647426624,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H3_CCA,CR,LFINF,DUL,3,Sa(0.3s) [g],0.442444237,0.655708695,1.487380633,0.655251675,2.371960279,0.65512788,3.149283263,0.65425391,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H3_SOS,CR,LFINF,DUL,3,Sa(0.3s) [g],0.322145562,0.653967991,0.875243363,0.650794781,1.343761602,0.65062643,1.752582182,0.650303957,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H4,CR,LFINF,DUL,4,Sa(0.6s) [g],0.195464044,0.554808332,0.676680747,0.551709868,1.122263577,0.554867789,1.530621768,0.551882005,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H4_CCA,CR,LFINF,DUL,4,Sa(0.6s) [g],0.218618189,0.562378326,0.778038892,0.561987973,1.297670926,0.562021655,1.7778786,0.562392132,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H4_SOS,CR,LFINF,DUL,4,Sa(0.6s) [g],0.15430673,0.536204708,0.428526863,0.532591591,0.686569868,0.533539873,0.921889937,0.537880758,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H5,CR,LFINF,DUL,5,Sa(0.6s) [g],0.227522587,0.5766632,0.713124356,0.578377897,1.171613914,0.57642497,1.595232034,0.578807508,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H5_CCA,CR,LFINF,DUL,5,Sa(0.6s) [g],0.260100383,0.567785841,0.832926168,0.567767244,1.379836877,0.570772261,1.884426811,0.567951855,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H5_SOS,CR,LFINF,DUL,5,Sa(0.6s) [g],0.162012587,0.537751915,0.442105933,0.537431676,0.708795495,0.537944284,0.955378707,0.534121503,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H6,CR,LFINF,DUL,6,Sa(0.6s) [g],0.277545478,0.570445897,0.775598611,0.570256581,1.254556801,0.570469056,1.699201603,0.56846905,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H6_CCA,CR,LFINF,DUL,6,Sa(0.6s) [g],0.31880967,0.56254588,0.893392672,0.562803175,1.442359647,0.562651999,1.95270927,0.56165204,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H6_SOS,CR,LFINF,DUL,6,Sa(0.6s) [g],0.171564207,0.542377129,0.455799436,0.544707481,0.728560534,0.544497778,0.982295661,0.54225728,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H7,CR,LFINF,DUL,7,Sa(1.0s) [g],0.16584728,0.529271826,0.411508477,0.531796668,0.651938669,0.532327651,0.877525088,0.529129245,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H7_CCA,CR,LFINF,DUL,7,Sa(1.0s) [g],0.193582971,0.55070078,0.482928346,0.549174789,0.766798393,0.548805778,1.030471312,0.551673526,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H7_SOS,CR,LFINF,DUL,7,Sa(1.0s) [g],0.089860513,0.460202287,0.231825499,0.461694909,0.366503902,0.460847936,0.490821165,0.463850481,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H8,CR,LFINF,DUL,8,Sa(1.0s) [g],0.203612256,0.525989156,0.454329125,0.52626922,0.702426149,0.523280468,0.933440335,0.525204803,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H8_CCA,CR,LFINF,DUL,8,Sa(1.0s) [g],0.240673491,0.533587173,0.54079816,0.53272202,0.840035007,0.535274732,1.121879666,0.536819852,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H8_SOS,CR,LFINF,DUL,8,Sa(1.0s) [g],0.095649018,0.476930896,0.245763452,0.476244581,0.388967374,0.47663855,0.520513688,0.476527563,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H9,CR,LFINF,DUL,9,Sa(1.0s) [g],0.257884076,0.510750379,0.517519212,0.510825157,0.777256497,0.506276467,1.019050668,0.509762592,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H9_CCA,CR,LFINF,DUL,9,Sa(1.0s) [g],0.301569642,0.515069586,0.60346653,0.515599528,0.903166524,0.517762059,1.184769645,0.517829932,0,0
GitHub Martins & Silva (2020) ,CR_LFINF-DUL_H9_SOS,CR,LFINF,DUL,9,Sa(1.0s) [g],0.101238227,0.486069784,0.262065163,0.486529684,0.415503189,0.486487592,0.557154986,0.483987113,0,0
